issuer_name,source_file,source_effective_date,plan_year_demo,plan_group,therapeutic_category,therapeutic_subcategory,drug_name_display,tier,requirements_limits,prior_auth,step_therapy,quantity_limit,age_limit,specialty_flag,non_formulary,medical_benefit,notes
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ENBREL SOSY 25 MG/0.5ML,4,QL(0.146 ML daily); PA,True,False,QL(0.146 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,butalbital-acetaminophen- caffeine CAPS 40 MG-50 MG-325 MG,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,butalbital-acetaminophen- caffeine CAPS 40 MG-50 MG-300 MG,1B,QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,butalbital-acetaminophen- caffeine TABS 40 MG-50 MG-325 MG,1B,QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,butalbital-acetaminophen TABS 50 MG-325 MG,1B,QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,butalbital-aspirin-caffeine CAPS,1B,QL(4 EA daily),False,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,aspirin CHEW,0,AL(At least 45 yrs old - Up to 79 yrs old),False,False,,AL(At least 45 yrs old - Up to 79 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,aspirin TABS 325 MG,0,AL(At least 45 yrs old - Up to 79 yrs old),False,False,,AL(At least 45 yrs old - Up to 79 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,aspirin TBEC 81 MG,0,AL(At least 45 yrs old - Up to 79 yrs old),False,False,,AL(At least 45 yrs old - Up to 79 yrs old),False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,aspirin TBEC 325 MG,1A,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,diflunisal TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,salsalate,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,codeine sulfate TABS 30 MG,1B,New starts limited to 7 day supply,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,CODEINE SULFATE TABS,1B,New starts limited to 7 day supply,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,fentanyl citrate LPOP,1B,QL(4 EA daily); PA,True,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"fentanyl PT72 12 MCG/HR, 25 MCG/HR, 50 MCG/HR, 75 MCG/HR, 100 MCG/HR",1B,QL(0.34 EA daily),False,False,QL(0.34 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,hydrocodone bitartrate CP12,3,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,hydrocodone bitartrate T24A,3,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,hydromorphone hcl LIQD,1B,New starts limited to 7 day supply,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"hydromorphone hcl SOLN IJ 10 MG/ML, 50 MG/5ML, 500 MG/50ML",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,hydromorphone hcl TABS,1B,New starts limited to 7 day supply; QL(8 EA daily),False,False,QL(8 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,hydromorphone hcl TB24 32 MG,1B,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"hydromorphone hcl TB24 8 MG, 12 MG, 16 MG",1B,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,levorphanol tartrate TABS 2 MG,1B,New starts limited to 7 day supply,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,meperidine hcl SOLN PO 50 MG/5ML,1B,New starts limited to 7 day supply; QL(500 ML per fill retail),False,False,QL(500 ML per fill retail),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"meperidine hcl SOLN IJ 25 MG/ML, 50 MG/ML, 100 MG/ML",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,meperidine hcl TABS 50 MG,1B,QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methadone hcl CONC,1B,QL(10 ML daily),False,False,QL(10 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methadone hcl SOLN PO 5 MG/5ML,1B,QL(100 ML daily),False,False,QL(100 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methadone hcl SOLN PO 10 MG/5ML,1B,QL(50 ML daily),False,False,QL(50 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methadone hcl SOLN IJ 10 MG/ML,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,METHADONE HCL SOLN IJ (methadone hcl),1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methadone hcl TABS 5 MG,1B,QL(4 EA daily),False,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methadone hcl TABS 10 MG,1B,QL(10 EA daily),False,False,QL(10 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methadone hcl TBSO,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"morphine sulfate CP24 10 MG, 20 MG, 30 MG, 50 MG, 60 MG, 80 MG, 100 MG",1B,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"morphine sulfate SOLN IJ 0.5 MG/ML, 1 MG/ML",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,morphine sulfate SOLN PO 10 MG/5ML,1B,New starts limited to 7 day supply; QL(100 ML daily),False,False,QL(100 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,morphine sulfate SOLN PO 20 MG/5ML,1B,New starts limited to 7 day supply; QL(50 ML daily),False,False,QL(50 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,morphine sulfate TABS,1B,New starts limited to 7 day supply; QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,morphine sulfate TBCR,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"oxycodone hcl T12A 10 MG, 20 MG, 40 MG, 80 MG",3,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,oxycodone hcl TABS,1B,New starts limited to 7 day supply; QL(12 EA daily),False,False,QL(12 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,oxymorphone hcl TABS,1B,QL(12 EA daily); PA,True,False,QL(12 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"oxymorphone hcl TB12 5 MG, 7.5 MG, 10 MG, 15 MG, 20 MG, 30 MG",1B,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,oxymorphone hcl TB12 40 MG,1B,QL(4 EA daily); PA,True,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,tramadol hcl TABS 50 MG,1A,New starts limited to 7 day supply; QL(8 EA daily),False,False,QL(8 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,tramadol hcl TB24,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,acetaminophen w/ codeine SOLN,1A,New starts limited to 7 day supply; QL(75 ML daily),False,False,QL(75 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,acetaminophen w/ codeine TABS 15 MG-300 MG,1B,New starts limited to 7 day supply; QL(13 EA daily),False,False,QL(13 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,acetaminophen w/ codeine TABS 30 MG-300 MG,1A,New starts limited to 7 day supply; QL(12 EA daily),False,False,QL(12 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,acetaminophen w/ codeine TABS 60 MG-300 MG,1B,New starts limited to 7 day supply; QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,acetaminophen-caff- dihydrocod CAPS 30 MG- 320.5 MG-16 MG,3,New starts limited to 7 day supply; PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,acetaminophen-caff- dihydrocod CAPS 30 MG- 320.5 MG-16 MG,1B,New starts limited to 7 day supply,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,butalbital-acetaminophen- caffeine w/ codeine 30 MG-40 MG-50 MG-300 MG,1B,New starts limited to 7 day supply,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,butalbital-acetaminophen- caffeine w/ codeine 30 MG-40 MG-50 MG-325 MG,1B,New starts limited to 7 day supply; QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,butalbital-aspirin-caffeine w/cod,1B,New starts limited to 7 day supply; QL(6 EA daily),False,False,QL(6 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,hydrocodone- acetaminophen SOLN 325 MG/15ML-10 MG/15ML,1B,New starts limited to 7 day supply,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"hydrocodone- acetaminophen SOLN 108 MG/5ML-2.5 MG/5ML, 217 MG/10ML-5 MG/10ML, 325 MG/15ML- 7.5 MG/15ML",1B,New starts limited to 7 day supply; QL(180 ML daily),False,False,QL(180 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"hydrocodone- acetaminophen TABS 325 MG-10 MG, 325 MG-5 MG, 325 MG-7.5 MG",1B,New starts limited to 7 day supply; QL(12 EA daily),False,False,QL(12 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,hydrocodone- acetaminophen TABS 325 MG-2.5 MG,1B,New starts limited to 7 day supply,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"hydrocodone- acetaminophen TABS 300 MG-10 MG, 300 MG-5 MG, 300 MG-7.5 MG",1B,New starts limited to 7 day supply; QL(13 EA daily),False,False,QL(13 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"hydrocodone-ibuprofen 10 MG-200 MG, 5 MG-200 MG",1B,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,hydrocodone-ibuprofen 7.5 MG-200 MG,1B,New starts limited to 7 day supply; QL(5 EA daily),False,False,QL(5 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"oxycodone w/ acetaminophen TABS 325 MG-10 MG, 325 MG-5 MG, 325 MG-7.5 MG",1B,New starts limited to 7 day supply; QL(12 EA daily),False,False,QL(12 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,oxycodone w/ acetaminophen TABS 325 MG-2.5 MG,1B,New starts limited to 7 day supply; QL(13 EA daily),False,False,QL(13 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,tramadol-acetaminophen,1B,New starts limited to 7 day supply; QL(8 EA daily),False,False,QL(8 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"buprenorphine hcl- naloxone hcl dihydrate FILM SL 0.5 MG-2 MG, 1 MG-4 MG, 2 MG-8 MG",1B,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,buprenorphine hcl- naloxone hcl dihydrate FILM SL 3 MG-12 MG,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,buprenorphine hcl- naloxone hcl dihydrate SUBL,1B,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,buprenorphine hcl SOLN,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,buprenorphine hcl SUBL,1B,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,buprenorphine PTWK,1B,QL(0.143 EA daily); PA,True,False,QL(0.143 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"butorphanol tartrate IJ 1 MG/ML, 2 MG/ML",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,butorphanol tartrate NA 10 MG/ML,1B,QL(0.34 ML daily); PA,True,False,QL(0.34 ML daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,pentazocine w/ naloxone hcl,1B,New starts limited to 7 day supply,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"ANDRODERM PT24 2 MG/24HR, 4 MG/24HR",2,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,danazol CAPS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methyltestosterone TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,testosterone cypionate SOLN IM,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TESTOSTERONE CYPIONATE SOLN IJ 200 MG/ML,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,testosterone enanthate SOLN IM,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,budesonide (intrarectal),4,QL(3.2 GM daily); PA,True,False,QL(3.2 GM daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,hydrocortisone (intrarectal),1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,hydrocortisone (rectal) EX,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,hydrocortisone acetate (rectal),1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,nitroglycerin (intra-anal),1B,QL(2 GM daily),False,False,QL(2 GM daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,albendazole,1B,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,EMVERM CHEW,2,QL(2 EA daily; 6 EA per fill retail); 1 max fill(s) per 60 day(s) retail,False,False,QL(2 EA daily; 6 EA per fill retail),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ivermectin,1B,QL(9 EA per fill retail; 9 per fill mail); 1 max fill(s) per 75 day(s) retail; 1 max fill(s) per 75 day(s) mail,False,False,QL(9 EA per fill retail; 9 per fill mail),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,praziquantel,1B,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ranolazine TB12 1000 MG,1B,QL(2 EA daily),False,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ranolazine TB12 500 MG,1B,QL(3 EA daily),False,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"isosorbide dinitrate TABS 5 MG, 10 MG, 20 MG, 30 MG",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,isosorbide mononitrate TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,isosorbide mononitrate TB24,1A,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,NITRO-BID OINT,3,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,nitroglycerin CPCR,1B,QL(4 EA daily),False,False,QL(4 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,nitroglycerin PT24,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,NITROGLYCERIN SOLN IV,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,nitroglycerin SUBL,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTIANXIETY AGENTS - Drugs to Treat Anxiety,Antianxiety Agents - Misc.,"buspirone hcl 7.5 MG, 10 MG, 15 MG, 30 MG",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTIANXIETY AGENTS - Drugs to Treat Anxiety,Antianxiety Agents - Misc.,buspirone hcl 5 MG,1A,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,ANTIANXIETY AGENTS - Drugs to Treat Anxiety,Antianxiety Agents - Misc.,hydroxyzine hcl SOLN 50 MG/ML,1B,,False,False,,,False,False,False,
